redis-1  | 1:C 17 May 2026 20:12:23.170 # WARNING Memory overcommit must be enabled! Without it, a background save or replication may fail under low memory condition. Being disabled, it can also cause failures without low memory condition, see https://github.com/jemalloc/jemalloc/issues/1328. To fix this issue add 'vm.overcommit_memory = 1' to /etc/sysctl.conf and then reboot or run the command 'sysctl vm.overcommit_memory=1' for this to take effect.
nginx-1  | 37.60.249.153 - - [29/May/2026:06:26:55 +0000] "GET /ws/ec/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 200 823 "-" "libredtail-http" "-"
nginx-1  | 37.60.249.153 - - [29/May/2026:06:26:55 +0000] "GET /V2/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 200 823 "-" "libredtail-http" "-"
nginx-1  | 37.60.249.153 - - [29/May/2026:06:26:55 +0000] "GET /tests/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 200 823 "-" "libredtail-http" "-"
nginx-1  | 37.60.249.153 - - [29/May/2026:06:26:55 +0000] "GET /test/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 200 823 "-" "libredtail-http" "-"
nginx-1  | 37.60.249.153 - - [29/May/2026:06:26:55 +0000] "GET /testing/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 200 823 "-" "libredtail-http" "-"
nginx-1  | 37.60.249.153 - - [29/May/2026:06:26:55 +0000] "GET /api/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 404 155 "-" "libredtail-http" "-"
nginx-1  | 37.60.249.153 - - [29/May/2026:06:26:56 +0000] "GET /demo/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 200 823 "-" "libredtail-http" "-"
nginx-1  | 37.60.249.153 - - [29/May/2026:06:26:56 +0000] "GET /cms/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 200 823 "-" "libredtail-http" "-"
nginx-1  | 37.60.249.153 - - [29/May/2026:06:26:56 +0000] "GET /crm/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 200 823 "-" "libredtail-http" "-"
nginx-1  | 37.60.249.153 - - [29/May/2026:06:26:56 +0000] "GET /admin/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 200 823 "-" "libredtail-http" "-"
nginx-1  | 37.60.249.153 - - [29/May/2026:06:26:56 +0000] "GET /backup/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 200 823 "-" "libredtail-http" "-"
nginx-1  | 37.60.249.153 - - [29/May/2026:06:26:56 +0000] "GET /blog/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 200 823 "-" "libredtail-http" "-"
nginx-1  | 37.60.249.153 - - [29/May/2026:06:26:56 +0000] "GET /workspace/drupal/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 200 823 "-" "libredtail-http" "-"
nginx-1  | 37.60.249.153 - - [29/May/2026:06:26:56 +0000] "GET /panel/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 200 823 "-" "libredtail-http" "-"
nginx-1  | 37.60.249.153 - - [29/May/2026:06:26:56 +0000] "GET /public/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 200 823 "-" "libredtail-http" "-"
nginx-1  | 37.60.249.153 - - [29/May/2026:06:26:56 +0000] "GET /apps/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 200 823 "-" "libredtail-http" "-"
nginx-1  | 37.60.249.153 - - [29/May/2026:06:26:57 +0000] "GET /app/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 200 823 "-" "libredtail-http" "-"
nginx-1  | 37.60.249.153 - - [29/May/2026:06:26:57 +0000] "GET /index.php?s=/index/\x5Cthink\x5Capp/invokefunction&function=call_user_func_array&vars[0]=md5&vars[1][]=Hello HTTP/1.1" 200 823 "-" "libredtail-http" "-"
nginx-1  | 37.60.249.153 - - [29/May/2026:06:26:57 +0000] "GET /public/index.php?s=/index/\x5Cthink\x5Capp/invokefunction&function=call_user_func_array&vars[0]=md5&vars[1][]=Hello HTTP/1.1" 200 823 "-" "libredtail-http" "-"
nginx-1  | 37.60.249.153 - - [29/May/2026:06:26:57 +0000] "GET /index.php?lang=../../../../../../../../usr/local/lib/php/pearcmd&+config-create+/&/<?echo(md5(\x22hi\x22));?>+/tmp/index1.php HTTP/1.1" 200 823 "-" "libredtail-http" "-"
nginx-1  | 195.112.114.195 - - [29/May/2026:06:26:57 +0000] "GET /logo.svg HTTP/1.1" 200 1987 "https://gw.kodass.ru/tv" "Mozilla/5.0 (Linux; Android 11; Smart TV Build/RP1A.200622.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/148.0.7778.178 Mobile Safari/537.36" "-"
nginx-1  | 37.60.249.153 - - [29/May/2026:06:26:57 +0000] "GET /index.php?lang=../../../../../../../../tmp/index1 HTTP/1.1" 200 823 "-" "libredtail-http" "-"
nginx-1  | 37.60.249.153 - - [29/May/2026:06:26:57 +0000] "GET /containers/json HTTP/1.1" 200 823 "-" "libredtail-http" "-"
nginx-1  | 195.112.114.195 - - [29/May/2026:06:27:37 +0000] "GET /api/users/6/identicon HTTP/1.1" 200 704 "https://gw.kodass.ru/tv" "Mozilla/5.0 (Linux; Android 11; Smart TV Build/RP1A.200622.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/148.0.7778.178 Mobile Safari/537.36" "-"
nginx-1  | 195.112.114.195 - - [29/May/2026:06:27:37 +0000] "GET /api/users/7/identicon HTTP/1.1" 200 700 "https://gw.kodass.ru/tv" "Mozilla/5.0 (Linux; Android 11; Smart TV Build/RP1A.200622.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/148.0.7778.178 Mobile Safari/537.36" "-"
nginx-1  | 195.112.114.195 - - [29/May/2026:06:27:37 +0000] "GET /api/users/9/identicon HTTP/1.1" 200 705 "https://gw.kodass.ru/tv" "Mozilla/5.0 (Linux; Android 11; Smart TV Build/RP1A.200622.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/148.0.7778.178 Mobile Safari/537.36" "-"
nginx-1  | 195.112.114.195 - - [29/May/2026:06:27:42 +0000] "GET /api/stats/common?from=2026-05-29&to=2026-05-29 HTTP/1.1" 200 154 "https://gw.kodass.ru/tv" "Mozilla/5.0 (Linux; Android 11; Smart TV Build/RP1A.200622.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/148.0.7778.178 Mobile Safari/537.36" "-"
nginx-1  | 195.112.114.195 - - [29/May/2026:06:27:42 +0000] "GET /api/stats/extended?from=2026-05-29&to=2026-05-29 HTTP/1.1" 200 362 "https://gw.kodass.ru/tv" "Mozilla/5.0 (Linux; Android 11; Smart TV Build/RP1A.200622.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/148.0.7778.178 Mobile Safari/537.36" "-"
nginx-1  | 195.112.114.195 - - [29/May/2026:06:27:42 +0000] "GET /api/stats/common?from=2026-05-23&to=2026-05-29 HTTP/1.1" 200 11923 "https://gw.kodass.ru/tv" "Mozilla/5.0 (Linux; Android 11; Smart TV Build/RP1A.200622.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/148.0.7778.178 Mobile Safari/537.36" "-"
nginx-1  | 195.112.114.195 - - [29/May/2026:06:27:42 +0000] "GET /api/stats/extended?from=2026-05-23&to=2026-05-29 HTTP/1.1" 200 7306 "https://gw.kodass.ru/tv" "Mozilla/5.0 (Linux; Android 11; Smart TV Build/RP1A.200622.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/148.0.7778.178 Mobile Safari/537.36" "-"
nginx-1  | 195.112.114.195 - - [29/May/2026:06:27:42 +0000] "GET /api/stats/extended?from=2026-04-30&to=2026-05-29 HTTP/1.1" 200 12047 "https://gw.kodass.ru/tv" "Mozilla/5.0 (Linux; Android 11; Smart TV Build/RP1A.200622.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/148.0.7778.178 Mobile Safari/537.36" "-"
nginx-1  | 195.112.114.195 - - [29/May/2026:06:27:42 +0000] "GET /api/stats/common?from=2026-04-30&to=2026-05-29 HTTP/1.1" 200 86124 "https://gw.kodass.ru/tv" "Mozilla/5.0 (Linux; Android 11; Smart TV Build/RP1A.200622.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/148.0.7778.178 Mobile Safari/537.36" "-"
nginx-1  | 195.112.114.195 - - [29/May/2026:06:28:01 +0000] "GET /logo.svg HTTP/1.1" 304 0 "https://gw.kodass.ru/tv" "Mozilla/5.0 (Linux; Android 11; Smart TV Build/RP1A.200622.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/148.0.7778.178 Mobile Safari/537.36" "-"
nginx-1  | 195.112.114.195 - - [29/May/2026:06:28:08 +0000] "POST /api/auth/refresh HTTP/1.1" 200 373 "https://gw.kodass.ru/tasks" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 YaBrowser/26.4.0.0 Safari/537.36" "-"
nginx-1  | 195.112.114.195 - - [29/May/2026:06:28:08 +0000] "GET /socket.io/?EIO=4&transport=polling&t=jj0vhfum HTTP/1.1" 200 118 "https://gw.kodass.ru/tasks" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 YaBrowser/26.4.0.0 Safari/537.36" "-"
nginx-1  | 195.112.114.195 - - [29/May/2026:06:28:09 +0000] "POST /socket.io/?EIO=4&transport=polling&t=jj115ewn&sid=X8f93ScGK2AtRdKhAAAC HTTP/1.1" 200 2 "https://gw.kodass.ru/tasks" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 YaBrowser/26.4.0.0 Safari/537.36" "-"
nginx-1  | 195.112.114.195 - - [29/May/2026:06:28:09 +0000] "GET /socket.io/?EIO=4&transport=polling&t=jj117lex&sid=X8f93ScGK2AtRdKhAAAC HTTP/1.1" 200 102 "https://gw.kodass.ru/tasks" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 YaBrowser/26.4.0.0 Safari/537.36" "-"
nginx-1  | 195.112.114.195 - - [29/May/2026:06:28:09 +0000] "GET /socket.io/?EIO=4&transport=polling&t=jj13d90h&sid=X8f93ScGK2AtRdKhAAAC HTTP/1.1" 200 1 "https://gw.kodass.ru/tasks" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 YaBrowser/26.4.0.0 Safari/537.36" "-"
nginx-1  | 166.1.190.234 - - [29/May/2026:06:28:09 +0000] "POST /api/messenger/conversations/4/read HTTP/1.1" 200 14 "https://gw.kodass.ru/messenger/4" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36" "-"
nginx-1  | 166.1.190.234 - - [29/May/2026:06:28:09 +0000] "GET /api/messenger/unread HTTP/1.1" 200 12 "https://gw.kodass.ru/messenger/4" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36" "-"
nginx-1  | 166.1.190.234 - - [29/May/2026:06:28:09 +0000] "GET /api/messenger/conversations/4/messages?limit=50 HTTP/1.1" 200 14001 "https://gw.kodass.ru/messenger/4" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36" "-"
nginx-1  | 166.1.190.234 - - [29/May/2026:06:28:09 +0000] "GET /api/messenger/conversations HTTP/1.1" 200 6212 "https://gw.kodass.ru/messenger/4" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36" "-"
nginx-1  | 195.112.114.195 - - [29/May/2026:06:28:10 +0000] "GET /api/tasks/stale HTTP/1.1" 200 15856 "https://gw.kodass.ru/tasks" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 YaBrowser/26.4.0.0 Safari/537.36" "-"
nginx-1  | 166.1.190.234 - - [29/May/2026:06:28:10 +0000] "GET /api/users/9/identicon HTTP/1.1" 200 705 "https://gw.kodass.ru/messenger/4" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36" "-"
nginx-1  | 166.1.190.234 - - [29/May/2026:06:28:10 +0000] "GET /api/users/6/identicon HTTP/1.1" 200 704 "https://gw.kodass.ru/messenger/4" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36" "-"
nginx-1  | 166.1.190.234 - - [29/May/2026:06:28:10 +0000] "GET /api/users/11/identicon HTTP/1.1" 200 706 "https://gw.kodass.ru/messenger/4" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36" "-"
nginx-1  | 166.1.190.234 - - [29/May/2026:06:28:10 +0000] "GET /api/users/2/identicon HTTP/1.1" 200 708 "https://gw.kodass.ru/messenger/4" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36" "-"
nginx-1  | 195.112.114.195 - - [29/May/2026:06:28:10 +0000] "GET /sw.js HTTP/1.1" 200 2040 "https://gw.kodass.ru/sw.js" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 YaBrowser/26.4.0.0 Safari/537.36" "-"
nginx-1  | 195.112.114.195 - - [29/May/2026:06:28:11 +0000] "GET /api/messenger/unread HTTP/1.1" 200 12 "https://gw.kodass.ru/tasks" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 YaBrowser/26.4.0.0 Safari/537.36" "-"
nginx-1  | 195.112.114.195 - - [29/May/2026:06:28:11 +0000] "GET /api/messenger/unread HTTP/1.1" 200 12 "https://gw.kodass.ru/tasks" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 YaBrowser/26.4.0.0 Safari/537.36" "-"
nginx-1  | 195.112.114.195 - - [29/May/2026:06:28:11 +0000] "GET /api/messenger/conversations HTTP/1.1" 200 3659 "https://gw.kodass.ru/tasks" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 YaBrowser/26.4.0.0 Safari/537.36" "-"
nginx-1  | 195.112.114.195 - - [29/May/2026:06:28:11 +0000] "GET /api/messenger/conversations HTTP/1.1" 200 3659 "https://gw.kodass.ru/tasks" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 YaBrowser/26.4.0.0 Safari/537.36" "-"
nginx-1  | 195.112.114.195 - - [29/May/2026:06:28:13 +0000] "GET /assets/MessengerView-CTvkRpQs.css HTTP/1.1" 200 19762 "https://gw.kodass.ru/tasks" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 YaBrowser/26.4.0.0 Safari/537.36" "-"
nginx-1  | 195.112.114.195 - - [29/May/2026:06:28:13 +0000] "GET /assets/MessengerView-DH5rqWq-.js HTTP/1.1" 200 823 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 YaBrowser/26.4.0.0 Safari/537.36" "-"
nginx-1  | 195.112.114.195 - - [29/May/2026:06:28:16 +0000] "GET /api/users/11/identicon HTTP/1.1" 200 706 "https://gw.kodass.ru/tasks" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 YaBrowser/26.4.0.0 Safari/537.36" "-"
nginx-1  | 195.112.114.195 - - [29/May/2026:06:28:16 +0000] "GET /api/messenger/presence HTTP/1.1" 200 15 "https://gw.kodass.ru/tasks" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 YaBrowser/26.4.0.0 Safari/537.36" "-"
nginx-1  | 195.112.114.195 - - [29/May/2026:06:28:16 +0000] "GET /uploads/avatars/bc3bd545-18fd-48c0-98f1-491feb0841cc.jpg HTTP/1.1" 200 43273 "https://gw.kodass.ru/tasks" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 YaBrowser/26.4.0.0 Safari/537.36" "-"
nginx-1  | 195.112.114.195 - - [29/May/2026:06:28:16 +0000] "GET /uploads/avatars/380891ef-9876-470c-8908-901245db6648.jpg HTTP/1.1" 200 57884 "https://gw.kodass.ru/tasks" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 YaBrowser/26.4.0.0 Safari/537.36" "-"
nginx-1  | 195.112.114.195 - - [29/May/2026:06:28:16 +0000] "GET /api/users/9/identicon HTTP/1.1" 200 705 "https://gw.kodass.ru/tasks" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 YaBrowser/26.4.0.0 Safari/537.36" "-"
nginx-1  | 195.112.114.195 - - [29/May/2026:06:28:18 +0000] "GET /api/messenger/conversations/12/messages?limit=50 HTTP/1.1" 200 1096 "https://gw.kodass.ru/tasks" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 YaBrowser/26.4.0.0 Safari/537.36" "-"
nginx-1  | 195.112.114.195 - - [29/May/2026:06:28:18 +0000] "POST /api/messenger/conversations/12/read HTTP/1.1" 200 14 "https://gw.kodass.ru/tasks" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 YaBrowser/26.4.0.0 Safari/537.36" "-"
nginx-1  | 129.224.206.242 - - [29/May/2026:06:28:25 +0000] "POST /GponForm/diag_Form?style/ HTTP/1.1" 400 157 "-" "terrabot-owned-you" "-"
nginx-1  | 129.224.206.242 - - [29/May/2026:06:28:26 +0000] "POST /GponForm/diag_Form?style/ HTTP/1.1" 400 157 "-" "terrabot-owned-you" "-"
nginx-1  | 195.112.114.195 - - [29/May/2026:06:28:27 +0000] "POST /api/messenger/conversations/12/messages HTTP/1.1" 201 522 "https://gw.kodass.ru/tasks" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 YaBrowser/26.4.0.0 Safari/537.36" "-"
nginx-1  | 195.112.114.195 - - [29/May/2026:06:28:27 +0000] "POST /api/messenger/conversations/12/read HTTP/1.1" 200 14 "https://gw.kodass.ru/tasks" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 YaBrowser/26.4.0.0 Safari/537.36" "-"
nginx-1  | 195.112.114.195 - - [29/May/2026:06:28:30 +0000] "GET /assets/stats-J4j83MqK.js HTTP/1.1" 200 823 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 YaBrowser/26.4.0.0 Safari/537.36" "-"
nginx-1  | 195.112.114.195 - - [29/May/2026:06:28:30 +0000] "GET /assets/StatsView-DZQeFRwJ.js HTTP/1.1" 200 823 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 YaBrowser/26.4.0.0 Safari/537.36" "-"
nginx-1  | 195.112.114.195 - - [29/May/2026:06:28:30 +0000] "GET /assets/index-3YMFwuNI.js HTTP/1.1" 200 823 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 YaBrowser/26.4.0.0 Safari/537.36" "-"
nginx-1  | 195.112.114.195 - - [29/May/2026:06:28:30 +0000] "GET /assets/StatsView-D2ROBXnM.css HTTP/1.1" 200 8982 "https://gw.kodass.ru/tasks" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 YaBrowser/26.4.0.0 Safari/537.36" "-"
nginx-1  | 195.112.114.195 - - [29/May/2026:06:28:34 +0000] "GET /api/tasks/871 HTTP/1.1" 200 999 "https://gw.kodass.ru/tasks" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 YaBrowser/26.4.0.0 Safari/537.36" "-"
nginx-1  | 195.112.114.195 - - [29/May/2026:06:28:34 +0000] "GET /api/tasks/871/units HTTP/1.1" 200 822 "https://gw.kodass.ru/tasks" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 YaBrowser/26.4.0.0 Safari/537.36" "-"
nginx-1  | 195.112.114.195 - - [29/May/2026:06:28:35 +0000] "GET /api/unit-types HTTP/1.1" 200 540 "https://gw.kodass.ru/tasks" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 YaBrowser/26.4.0.0 Safari/537.36" "-"
nginx-1  | 195.112.114.195 - - [29/May/2026:06:28:41 +0000] "GET /api/users/6/identicon HTTP/1.1" 200 704 "https://gw.kodass.ru/tv" "Mozilla/5.0 (Linux; Android 11; Smart TV Build/RP1A.200622.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/148.0.7778.178 Mobile Safari/537.36" "-"
nginx-1  | 195.112.114.195 - - [29/May/2026:06:28:41 +0000] "GET /api/users/7/identicon HTTP/1.1" 200 700 "https://gw.kodass.ru/tv" "Mozilla/5.0 (Linux; Android 11; Smart TV Build/RP1A.200622.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/148.0.7778.178 Mobile Safari/537.36" "-"
nginx-1  | 195.112.114.195 - - [29/May/2026:06:28:41 +0000] "GET /api/users/9/identicon HTTP/1.1" 200 705 "https://gw.kodass.ru/tv" "Mozilla/5.0 (Linux; Android 11; Smart TV Build/RP1A.200622.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/148.0.7778.178 Mobile Safari/537.36" "-"
nginx-1  | 195.112.114.195 - - [29/May/2026:06:28:42 +0000] "GET /api/stats/common?from=2026-05-29&to=2026-05-29 HTTP/1.1" 200 154 "https://gw.kodass.ru/tv" "Mozilla/5.0 (Linux; Android 11; Smart TV Build/RP1A.200622.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/148.0.7778.178 Mobile Safari/537.36" "-"
nginx-1  | 195.112.114.195 - - [29/May/2026:06:28:42 +0000] "GET /api/stats/extended?from=2026-05-29&to=2026-05-29 HTTP/1.1" 200 362 "https://gw.kodass.ru/tv" "Mozilla/5.0 (Linux; Android 11; Smart TV Build/RP1A.200622.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/148.0.7778.178 Mobile Safari/537.36" "-"
nginx-1  | 195.112.114.195 - - [29/May/2026:06:28:42 +0000] "GET /api/stats/common?from=2026-05-23&to=2026-05-29 HTTP/1.1" 200 11923 "https://gw.kodass.ru/tv" "Mozilla/5.0 (Linux; Android 11; Smart TV Build/RP1A.200622.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/148.0.7778.178 Mobile Safari/537.36" "-"
nginx-1  | 195.112.114.195 - - [29/May/2026:06:28:42 +0000] "GET /api/stats/extended?from=2026-05-23&to=2026-05-29 HTTP/1.1" 200 7306 "https://gw.kodass.ru/tv" "Mozilla/5.0 (Linux; Android 11; Smart TV Build/RP1A.200622.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/148.0.7778.178 Mobile Safari/537.36" "-"
nginx-1  | 195.112.114.195 - - [29/May/2026:06:28:42 +0000] "GET /api/stats/common?from=2026-04-30&to=2026-05-29 HTTP/1.1" 200 86124 "https://gw.kodass.ru/tv" "Mozilla/5.0 (Linux; Android 11; Smart TV Build/RP1A.200622.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/148.0.7778.178 Mobile Safari/537.36" "-"
nginx-1  | 195.112.114.195 - - [29/May/2026:06:28:42 +0000] "GET /api/stats/extended?from=2026-04-30&to=2026-05-29 HTTP/1.1" 200 12047 "https://gw.kodass.ru/tv" "Mozilla/5.0 (Linux; Android 11; Smart TV Build/RP1A.200622.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/148.0.7778.178 Mobile Safari/537.36" "-"
nginx-1  | 195.112.114.195 - - [29/May/2026:06:29:05 +0000] "GET /logo.svg HTTP/1.1" 304 0 "https://gw.kodass.ru/tv" "Mozilla/5.0 (Linux; Android 11; Smart TV Build/RP1A.200622.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/148.0.7778.178 Mobile Safari/537.36" "-"
nginx-1  | 195.112.114.195 - - [29/May/2026:06:29:42 +0000] "GET /api/stats/common?from=2026-05-29&to=2026-05-29 HTTP/1.1" 200 154 "https://gw.kodass.ru/tv" "Mozilla/5.0 (Linux; Android 11; Smart TV Build/RP1A.200622.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/148.0.7778.178 Mobile Safari/537.36" "-"
